District,State,Region,Year,Season,Crop,Latitude,Longitude,SoilType,IrrigationLevel,Rainfall,Temperature,Humidity,SoilMoisture,NDVI_Flowering,WaterStress,PestRisk,SuitabilityScore,YieldIndex,Failure,RecommendedCrop,IsRecommendedCrop
Salem,Tamil Nadu,Southern Plateau,2023,Kharif,Maize,11.6643,78.146,Red Loam,Medium,114.22,27.49,70.13,72.98,0.799,0.12,0.548,0.956,91.0,0,Maize,1
Salem,Tamil Nadu,Southern Plateau,2023,Kharif,Cotton,11.6643,78.146,Red Loam,Medium,129.08,31.8,69.11,82.13,0.67,0.098,0.479,0.743,78.25,0,Maize,0
Salem,Tamil Nadu,Southern Plateau,2023,Kharif,Soybean,11.6643,78.146,Red Loam,Medium,153.15,28.16,72.66,50.11,0.671,0.27,0.448,0.765,83.26,0,Maize,0
Salem,Tamil Nadu,Southern Plateau,2023,Rabi,Wheat,11.6643,78.146,Red Loam,Medium,63.59,23.86,46.98,47.47,0.705,0.271,0.358,0.824,86.92,1,Chickpea,0
Salem,Tamil Nadu,Southern Plateau,2023,Rabi,Mustard,11.6643,78.146,Red Loam,Medium,68.78,22.01,69.03,21.08,0.72,0.442,0.565,0.843,74.24,0,Chickpea,0
Salem,Tamil Nadu,Southern Plateau,2023,Rabi,Chickpea,11.6643,78.146,Red Loam,Medium,85.03,22.84,60.01,28.39,0.713,0.243,0.41,0.885,82.31,0,Chickpea,1
Salem,Tamil Nadu,Southern Plateau,2023,Zaid,Groundnut,11.6643,78.146,Red Loam,Medium,38.09,30.13,59.32,36.22,0.725,0.424,0.386,0.804,71.56,1,Millet,0
Salem,Tamil Nadu,Southern Plateau,2023,Zaid,Millet,11.6643,78.146,Red Loam,Medium,63.26,30.99,54.6,35.94,0.727,0.112,0.534,0.811,90.61,0,Millet,1
Salem,Tamil Nadu,Southern Plateau,2024,Kharif,Rice,11.6643,78.146,Red Loam,Medium,131.99,29.27,63.46,52.65,0.709,0.686,0.433,0.735,64.65,1,Maize,0
Salem,Tamil Nadu,Southern Plateau,2024,Kharif,Maize,11.6643,78.146,Red Loam,Medium,113.15,28.25,85.34,56.99,0.737,0.166,0.538,0.98,94.48,0,Maize,1
Salem,Tamil Nadu,Southern Plateau,2024,Kharif,Cotton,11.6643,78.146,Red Loam,Medium,116.91,27.72,59.84,49.39,0.738,0.125,0.434,0.821,88.43,0,Maize,0
Salem,Tamil Nadu,Southern Plateau,2024,Kharif,Soybean,11.6643,78.146,Red Loam,Medium,133.27,28.58,60.71,60.99,0.723,0.102,0.429,0.851,92.21,0,Maize,0
Salem,Tamil Nadu,Southern Plateau,2024,Rabi,Wheat,11.6643,78.146,Red Loam,Medium,79.5,24.63,58.11,43.74,0.727,0.25,0.386,0.844,78.31,0,Wheat,1
Salem,Tamil Nadu,Southern Plateau,2024,Rabi,Mustard,11.6643,78.146,Red Loam,Medium,77.15,22.85,69.49,28.1,0.707,0.313,0.474,0.837,81.96,1,Wheat,0
Salem,Tamil Nadu,Southern Plateau,2024,Rabi,Chickpea,11.6643,78.146,Red Loam,Medium,60.17,24.19,61.38,33.34,0.728,0.207,0.366,0.833,83.93,0,Wheat,0
Salem,Tamil Nadu,Southern Plateau,2024,Zaid,Groundnut,11.6643,78.146,Red Loam,Medium,58.3,29.94,60.03,38.28,0.786,0.321,0.414,0.884,87.9,0,Millet,0
Salem,Tamil Nadu,Southern Plateau,2024,Zaid,Millet,11.6643,78.146,Red Loam,Medium,45.29,29.83,53.99,28.15,0.79,0.153,0.434,0.897,89.86,1,Millet,1
Salem,Tamil Nadu,Southern Plateau,2025,Kharif,Rice,11.6643,78.146,Red Loam,Medium,134.32,26.78,84.18,63.29,0.667,0.54,0.508,0.77,73.51,1,Maize,0
Salem,Tamil Nadu,Southern Plateau,2025,Kharif,Maize,11.6643,78.146,Red Loam,Medium,99.92,29.4,76.91,63.16,0.758,0.225,0.546,0.915,87.04,1,Maize,1
Salem,Tamil Nadu,Southern Plateau,2025,Kharif,Cotton,11.6643,78.146,Red Loam,Medium,141.29,30.28,68.79,72.8,0.699,0.118,0.48,0.787,80.98,0,Maize,0
Salem,Tamil Nadu,Southern Plateau,2025,Kharif,Soybean,11.6643,78.146,Red Loam,Medium,112.91,28.96,79.54,59.5,0.739,0.125,0.488,0.865,91.33,0,Maize,0
Salem,Tamil Nadu,Southern Plateau,2025,Rabi,Wheat,11.6643,78.146,Red Loam,Medium,74.62,24.67,55.05,41.91,0.726,0.285,0.399,0.85,84.78,0,Wheat,1
Salem,Tamil Nadu,Southern Plateau,2025,Rabi,Mustard,11.6643,78.146,Red Loam,Medium,89.37,20.47,64.72,36.29,0.688,0.191,0.411,0.776,84.95,0,Wheat,0
Salem,Tamil Nadu,Southern Plateau,2025,Rabi,Chickpea,11.6643,78.146,Red Loam,Medium,99.15,22.09,52.14,33.58,0.721,0.208,0.374,0.836,81.97,0,Wheat,0
Salem,Tamil Nadu,Southern Plateau,2025,Zaid,Groundnut,11.6643,78.146,Red Loam,Medium,24.6,31.64,48.62,30.32,0.687,0.583,0.485,0.761,74.77,0,Millet,0
Salem,Tamil Nadu,Southern Plateau,2025,Zaid,Millet,11.6643,78.146,Red Loam,Medium,18.0,33.46,57.39,27.91,0.68,0.371,0.407,0.785,81.09,0,Millet,1
Salem,Tamil Nadu,Southern Plateau,2026,Kharif,Rice,11.6643,78.146,Red Loam,Medium,129.7,32.8,75.14,65.97,0.671,0.551,0.566,0.692,55.31,1,Maize,0
Salem,Tamil Nadu,Southern Plateau,2026,Kharif,Maize,11.6643,78.146,Red Loam,Medium,124.62,29.21,77.58,57.3,0.78,0.086,0.462,0.923,87.85,0,Maize,1
Salem,Tamil Nadu,Southern Plateau,2026,Kharif,Cotton,11.6643,78.146,Red Loam,Medium,133.81,29.04,75.0,59.01,0.654,0.121,0.508,0.789,83.98,0,Maize,0
Salem,Tamil Nadu,Southern Plateau,2026,Kharif,Soybean,11.6643,78.146,Red Loam,Medium,138.02,29.43,72.67,53.54,0.691,0.191,0.508,0.729,84.23,0,Maize,0
Salem,Tamil Nadu,Southern Plateau,2026,Rabi,Wheat,11.6643,78.146,Red Loam,Medium,55.14,23.58,58.0,46.69,0.658,0.286,0.467,0.783,78.33,0,Mustard,0
Salem,Tamil Nadu,Southern Plateau,2026,Rabi,Mustard,11.6643,78.146,Red Loam,Medium,52.48,23.77,45.78,40.01,0.69,0.16,0.389,0.911,86.0,0,Mustard,1
Salem,Tamil Nadu,Southern Plateau,2026,Rabi,Chickpea,11.6643,78.146,Red Loam,Medium,53.71,21.85,48.15,24.82,0.681,0.308,0.39,0.852,84.65,0,Mustard,0
Salem,Tamil Nadu,Southern Plateau,2026,Zaid,Groundnut,11.6643,78.146,Red Loam,Medium,25.86,33.72,51.25,32.08,0.67,0.546,0.479,0.679,63.82,1,Millet,0
Salem,Tamil Nadu,Southern Plateau,2026,Zaid,Millet,11.6643,78.146,Red Loam,Medium,67.39,29.94,53.11,22.23,0.718,0.24,0.451,0.79,82.37,0,Millet,1
Thanjavur,Tamil Nadu,Coastal Delta,2018,Kharif,Rice,10.787,79.1378,Clay Loam,High,196.01,28.75,77.98,44.99,0.787,0.545,0.51,0.91,77.05,0,Rice,1
Thanjavur,Tamil Nadu,Coastal Delta,2018,Kharif,Maize,10.787,79.1378,Clay Loam,High,199.55,30.74,82.55,51.68,0.65,0.215,0.442,0.694,72.01,1,Rice,0
Thanjavur,Tamil Nadu,Coastal Delta,2018,Kharif,Cotton,10.787,79.1378,Clay Loam,High,157.32,30.1,90.82,60.52,0.649,0.079,0.486,0.737,83.02,0,Rice,0
Thanjavur,Tamil Nadu,Coastal Delta,2018,Kharif,Soybean,10.787,79.1378,Clay Loam,High,180.85,33.07,92.0,58.66,0.629,0.149,0.573,0.618,71.25,0,Rice,0
Thanjavur,Tamil Nadu,Coastal Delta,2018,Rabi,Wheat,10.787,79.1378,Clay Loam,High,89.67,24.75,60.43,35.32,0.753,0.303,0.484,0.918,83.03,0,Wheat,1
Thanjavur,Tamil Nadu,Coastal Delta,2018,Rabi,Mustard,10.787,79.1378,Clay Loam,High,92.31,20.54,71.36,28.55,0.735,0.274,0.5,0.752,80.35,1,Wheat,0
Thanjavur,Tamil Nadu,Coastal Delta,2018,Rabi,Chickpea,10.787,79.1378,Clay Loam,High,107.69,19.86,69.63,33.18,0.707,0.159,0.41,0.75,78.11,0,Wheat,0
Thanjavur,Tamil Nadu,Coastal Delta,2018,Zaid,Groundnut,10.787,79.1378,Clay Loam,High,129.35,29.08,73.33,33.92,0.71,0.189,0.468,0.777,78.34,1,Groundnut,1
Thanjavur,Tamil Nadu,Coastal Delta,2018,Zaid,Millet,10.787,79.1378,Clay Loam,High,122.81,36.71,66.11,33.55,0.634,0.083,0.549,0.613,64.09,1,Groundnut,0
Thanjavur,Tamil Nadu,Coastal Delta,2019,Kharif,Rice,10.787,79.1378,Clay Loam,High,205.9,32.04,92.0,59.69,0.769,0.364,0.548,0.919,82.3,0,Rice,1
Thanjavur,Tamil Nadu,Coastal Delta,2019,Kharif,Maize,10.787,79.1378,Clay Loam,High,186.19,25.59,78.32,54.3,0.643,0.162,0.493,0.729,81.06,0,Rice,0
Thanjavur,Tamil Nadu,Coastal Delta,2019,Kharif,Cotton,10.787,79.1378,Clay Loam,High,179.51,33.48,80.37,68.79,0.653,0.087,0.49,0.651,73.48,1,Rice,0
Thanjavur,Tamil Nadu,Coastal Delta,2019,Kharif,Soybean,10.787,79.1378,Clay Loam,High,171.04,29.58,71.52,49.93,0.696,0.262,0.427,0.821,74.71,0,Rice,0
Thanjavur,Tamil Nadu,Coastal Delta,2019,Rabi,Wheat,10.787,79.1378,Clay Loam,High,102.51,22.41,60.63,45.78,0.822,0.106,0.439,0.98,89.96,0,Wheat,1
Thanjavur,Tamil Nadu,Coastal Delta,2019,Rabi,Mustard,10.787,79.1378,Clay Loam,High,113.82,22.66,66.36,28.84,0.676,0.268,0.453,0.758,80.61,1,Wheat,0
Thanjavur,Tamil Nadu,Coastal Delta,2019,Rabi,Chickpea,10.787,79.1378,Clay Loam,High,126.72,21.85,69.03,37.74,0.643,0.09,0.482,0.753,71.98,0,Wheat,0
Thanjavur,Tamil Nadu,Coastal Delta,2019,Zaid,Groundnut,10.787,79.1378,Clay Loam,High,71.7,31.51,46.22,18.35,0.69,0.437,0.424,0.869,80.62,1,Groundnut,1
Thanjavur,Tamil Nadu,Coastal Delta,2019,Zaid,Millet,10.787,79.1378,Clay Loam,High,99.08,33.95,68.35,32.5,0.609,0.094,0.544,0.766,76.77,0,Groundnut,0
Thanjavur,Tamil Nadu,Coastal Delta,2020,Kharif,Rice,10.787,79.1378,Clay Loam,High,167.89,31.39,80.79,54.05,0.749,0.41,0.488,0.948,85.03,0,Rice,1
Thanjavur,Tamil Nadu,Coastal Delta,2020,Kharif,Maize,10.787,79.1378,Clay Loam,High,219.03,31.99,72.43,60.0,0.746,0.096,0.573,0.668,71.46,1,Rice,0
Thanjavur,Tamil Nadu,Coastal Delta,2020,Kharif,Cotton,10.787,79.1378,Clay Loam,High,192.12,28.38,79.47,62.11,0.662,0.048,0.397,0.703,83.73,1,Rice,0
Thanjavur,Tamil Nadu,Coastal Delta,2020,Kharif,Soybean,10.787,79.1378,Clay Loam,High,179.68,28.33,82.17,77.38,0.7,0.029,0.52,0.775,80.02,1,Rice,0
Thanjavur,Tamil Nadu,Coastal Delta,2020,Rabi,Wheat,10.787,79.1378,Clay Loam,High,142.86,22.73,72.99,39.43,0.773,0.225,0.399,0.902,93.46,0,Wheat,1
Thanjavur,Tamil Nadu,Coastal Delta,2020,Rabi,Mustard,10.787,79.1378,Clay Loam,High,141.1,23.17,70.24,40.85,0.742,0.06,0.501,0.795,81.75,0,Wheat,0
Thanjavur,Tamil Nadu,Coastal Delta,2020,Rabi,Chickpea,10.787,79.1378,Clay Loam,High,116.14,21.17,66.54,35.99,0.722,0.179,0.477,0.787,86.51,1,Wheat,0
Thanjavur,Tamil Nadu,Coastal Delta,2020,Zaid,Groundnut,10.787,79.1378,Clay Loam,High,98.65,31.62,52.81,29.95,0.777,0.313,0.482,0.877,82.47,0,Groundnut,1
Thanjavur,Tamil Nadu,Coastal Delta,2020,Zaid,Millet,10.787,79.1378,Clay Loam,High,106.52,28.72,52.65,19.8,0.69,0.238,0.457,0.756,77.04,0,Groundnut,0
Thanjavur,Tamil Nadu,Coastal Delta,2021,Kharif,Rice,10.787,79.1378,Clay Loam,High,165.88,28.7,75.12,57.84,0.783,0.393,0.492,0.98,85.94,0,Rice,1
Thanjavur,Tamil Nadu,Coastal Delta,2021,Kharif,Maize,10.787,79.1378,Clay Loam,High,162.48,32.87,86.98,65.89,0.679,0.052,0.528,0.692,71.83,1,Rice,0
Thanjavur,Tamil Nadu,Coastal Delta,2021,Kharif,Cotton,10.787,79.1378,Clay Loam,High,183.57,27.11,79.26,82.46,0.624,0.114,0.491,0.683,86.45,1,Rice,0
Thanjavur,Tamil Nadu,Coastal Delta,2021,Kharif,Soybean,10.787,79.1378,Clay Loam,High,176.84,29.54,78.99,49.0,0.688,0.235,0.473,0.719,68.75,0,Rice,0
Thanjavur,Tamil Nadu,Coastal Delta,2021,Rabi,Wheat,10.787,79.1378,Clay Loam,High,98.44,21.0,59.55,42.55,0.795,0.157,0.428,0.98,92.79,0,Wheat,1
Thanjavur,Tamil Nadu,Coastal Delta,2021,Rabi,Mustard,10.787,79.1378,Clay Loam,High,94.21,18.83,74.07,45.48,0.656,0.062,0.477,0.751,80.03,0,Wheat,0
Thanjavur,Tamil Nadu,Coastal Delta,2021,Rabi,Chickpea,10.787,79.1378,Clay Loam,High,90.56,20.78,59.63,44.41,0.766,0.065,0.422,0.899,81.4,0,Wheat,0
Thanjavur,Tamil Nadu,Coastal Delta,2021,Zaid,Groundnut,10.787,79.1378,Clay Loam,High,107.7,32.33,67.74,37.94,0.738,0.166,0.584,0.807,73.93,0,Millet,0
Thanjavur,Tamil Nadu,Coastal Delta,2021,Zaid,Millet,10.787,79.1378,Clay Loam,High,102.88,30.43,56.58,23.82,0.737,0.246,0.445,0.818,74.3,1,Millet,1
Thanjavur,Tamil Nadu,Coastal Delta,2022,Kharif,Rice,10.787,79.1378,Clay Loam,High,171.92,30.91,72.39,57.54,0.781,0.415,0.435,0.971,86.33,0,Rice,1
Thanjavur,Tamil Nadu,Coastal Delta,2022,Kharif,Maize,10.787,79.1378,Clay Loam,High,191.31,30.12,82.08,39.21,0.612,0.34,0.471,0.711,62.12,1,Rice,0
Thanjavur,Tamil Nadu,Coastal Delta,2022,Kharif,Cotton,10.787,79.1378,Clay Loam,High,186.21,31.6,88.31,62.06,0.673,0.097,0.536,0.677,73.39,0,Rice,0
Thanjavur,Tamil Nadu,Coastal Delta,2022,Kharif,Soybean,10.787,79.1378,Clay Loam,High,185.85,30.0,92.0,70.25,0.63,0.134,0.495,0.646,66.52,1,Rice,0
Thanjavur,Tamil Nadu,Coastal Delta,2022,Rabi,Wheat,10.787,79.1378,Clay Loam,High,79.68,20.59,63.0,42.47,0.748,0.129,0.439,0.98,92.38,1,Wheat,1
Thanjavur,Tamil Nadu,Coastal Delta,2022,Rabi,Mustard,10.787,79.1378,Clay Loam,High,107.61,21.2,61.67,39.03,0.668,0.168,0.428,0.83,85.78,1,Wheat,0
Thanjavur,Tamil Nadu,Coastal Delta,2022,Rabi,Chickpea,10.787,79.1378,Clay Loam,High,108.65,20.01,71.96,23.53,0.685,0.282,0.489,0.729,65.36,0,Wheat,0
Thanjavur,Tamil Nadu,Coastal Delta,2022,Zaid,Groundnut,10.787,79.1378,Clay Loam,High,111.41,29.69,67.06,38.54,0.728,0.228,0.527,0.842,79.13,0,Groundnut,1
Thanjavur,Tamil Nadu,Coastal Delta,2022,Zaid,Millet,10.787,79.1378,Clay Loam,High,82.7,35.45,65.42,31.97,0.726,0.144,0.508,0.797,86.94,1,Groundnut,0
Thanjavur,Tamil Nadu,Coastal Delta,2023,Kharif,Rice,10.787,79.1378,Clay Loam,High,203.14,29.7,80.0,55.05,0.802,0.414,0.544,0.937,85.61,0,Rice,1
Thanjavur,Tamil Nadu,Coastal Delta,2023,Kharif,Maize,10.787,79.1378,Clay Loam,High,174.11,27.48,66.98,54.86,0.684,0.151,0.458,0.765,66.33,0,Rice,0
Thanjavur,Tamil Nadu,Coastal Delta,2023,Kharif,Cotton,10.787,79.1378,Clay Loam,High,197.99,31.5,83.82,61.58,0.655,0.041,0.496,0.697,73.3,0,Rice,0
Thanjavur,Tamil Nadu,Coastal Delta,2023,Kharif,Soybean,10.787,79.1378,Clay Loam,High,221.78,28.1,80.3,80.13,0.642,0.101,0.499,0.65,70.65,0,Rice,0
Thanjavur,Tamil Nadu,Coastal Delta,2023,Rabi,Wheat,10.787,79.1378,Clay Loam,High,84.33,21.31,53.84,28.48,0.776,0.385,0.289,0.98,82.75,0,Wheat,1
Thanjavur,Tamil Nadu,Coastal Delta,2023,Rabi,Mustard,10.787,79.1378,Clay Loam,High,114.39,22.49,71.61,46.16,0.736,0.092,0.46,0.845,80.17,0,Wheat,0
Thanjavur,Tamil Nadu,Coastal Delta,2023,Rabi,Chickpea,10.787,79.1378,Clay Loam,High,92.33,18.44,49.03,33.95,0.665,0.138,0.354,0.765,75.4,0,Wheat,0
Thanjavur,Tamil Nadu,Coastal Delta,2023,Zaid,Groundnut,10.787,79.1378,Clay Loam,High,92.18,35.09,56.56,18.0,0.635,0.469,0.493,0.784,79.7,1,Groundnut,1
Thanjavur,Tamil Nadu,Coastal Delta,2023,Zaid,Millet,10.787,79.1378,Clay Loam,High,133.6,34.72,69.53,35.79,0.656,0.082,0.419,0.685,70.02,1,Groundnut,0
Thanjavur,Tamil Nadu,Coastal Delta,2024,Kharif,Rice,10.787,79.1378,Clay Loam,High,180.87,27.97,85.4,61.02,0.822,0.354,0.463,0.952,85.8,0,Rice,1
Thanjavur,Tamil Nadu,Coastal Delta,2024,Kharif,Maize,10.787,79.1378,Clay Loam,High,168.89,27.76,83.16,49.62,0.708,0.17,0.469,0.814,79.35,0,Rice,0
Thanjavur,Tamil Nadu,Coastal Delta,2024,Kharif,Cotton,10.787,79.1378,Clay Loam,High,159.12,30.96,92.0,53.72,0.736,0.093,0.455,0.723,80.13,1,Rice,0
Thanjavur,Tamil Nadu,Coastal Delta,2024,Kharif,Soybean,10.787,79.1378,Clay Loam,High,159.54,32.16,64.84,54.42,0.64,0.162,0.42,0.711,78.55,0,Rice,0
Thanjavur,Tamil Nadu,Coastal Delta,2024,Rabi,Wheat,10.787,79.1378,Clay Loam,High,118.36,22.72,67.37,32.2,0.762,0.364,0.468,0.909,89.24,0,Wheat,1
Thanjavur,Tamil Nadu,Coastal Delta,2024,Rabi,Mustard,10.787,79.1378,Clay Loam,High,109.47,24.28,55.03,44.74,0.746,0.087,0.407,0.812,80.5,0,Wheat,0
Thanjavur,Tamil Nadu,Coastal Delta,2024,Rabi,Chickpea,10.787,79.1378,Clay Loam,High,109.37,21.23,66.63,30.36,0.684,0.169,0.433,0.768,82.85,1,Wheat,0
Thanjavur,Tamil Nadu,Coastal Delta,2024,Zaid,Groundnut,10.787,79.1378,Clay Loam,High,75.81,35.09,64.87,24.21,0.675,0.423,0.469,0.738,65.74,0,Millet,0
Thanjavur,Tamil Nadu,Coastal Delta,2024,Zaid,Millet,10.787,79.1378,Clay Loam,High,86.57,30.23,71.86,19.43,0.743,0.27,0.48,0.748,82.08,1,Millet,1
Thanjavur,Tamil Nadu,Coastal Delta,2025,Kharif,Rice,10.787,79.1378,Clay Loam,High,167.25,28.48,72.71,56.26,0.848,0.396,0.523,0.98,90.69,0,Rice,1
Thanjavur,Tamil Nadu,Coastal Delta,2025,Kharif,Maize,10.787,79.1378,Clay Loam,High,178.65,27.35,82.23,51.26,0.683,0.181,0.471,0.766,73.67,1,Rice,0
Thanjavur,Tamil Nadu,Coastal Delta,2025,Kharif,Cotton,10.787,79.1378,Clay Loam,High,178.31,32.64,82.88,57.82,0.615,0.093,0.505,0.638,76.58,0,Rice,0
Thanjavur,Tamil Nadu,Coastal Delta,2025,Kharif,Soybean,10.787,79.1378,Clay Loam,High,202.65,27.87,92.0,58.7,0.626,0.093,0.433,0.682,78.04,0,Rice,0
Thanjavur,Tamil Nadu,Coastal Delta,2025,Rabi,Wheat,10.787,79.1378,Clay Loam,High,133.36,22.42,59.53,35.86,0.774,0.312,0.39,0.955,90.1,0,Wheat,1
Thanjavur,Tamil Nadu,Coastal Delta,2025,Rabi,Mustard,10.787,79.1378,Clay Loam,High,104.18,21.78,52.8,23.09,0.641,0.348,0.379,0.763,71.48,1,Wheat,0
Thanjavur,Tamil Nadu,Coastal Delta,2025,Rabi,Chickpea,10.787,79.1378,Clay Loam,High,126.18,19.14,68.91,43.84,0.639,0.077,0.442,0.692,76.58,1,Wheat,0
Thanjavur,Tamil Nadu,Coastal Delta,2025,Zaid,Groundnut,10.787,79.1378,Clay Loam,High,115.31,33.34,63.36,30.51,0.662,0.273,0.473,0.769,73.83,1,Groundnut,1
Thanjavur,Tamil Nadu,Coastal Delta,2025,Zaid,Millet,10.787,79.1378,Clay Loam,High,101.16,33.13,73.03,35.03,0.68,0.084,0.468,0.768,82.37,0,Groundnut,0
Thanjavur,Tamil Nadu,Coastal Delta,2026,Kharif,Rice,10.787,79.1378,Clay Loam,High,184.76,30.08,87.8,69.74,0.74,0.174,0.529,0.958,85.25,0,Rice,1
Thanjavur,Tamil Nadu,Coastal Delta,2026,Kharif,Maize,10.787,79.1378,Clay Loam,High,184.32,33.89,73.57,66.18,0.641,0.08,0.53,0.653,73.4,0,Rice,0
Thanjavur,Tamil Nadu,Coastal Delta,2026,Kharif,Cotton,10.787,79.1378,Clay Loam,High,185.35,33.47,74.23,50.92,0.61,0.08,0.55,0.622,80.11,1,Rice,0
Thanjavur,Tamil Nadu,Coastal Delta,2026,Kharif,Soybean,10.787,79.1378,Clay Loam,High,180.53,27.93,82.5,62.35,0.695,0.072,0.503,0.746,77.36,0,Rice,0
Thanjavur,Tamil Nadu,Coastal Delta,2026,Rabi,Wheat,10.787,79.1378,Clay Loam,High,138.47,23.11,59.99,26.29,0.657,0.412,0.399,0.848,76.12,0,Wheat,1
Thanjavur,Tamil Nadu,Coastal Delta,2026,Rabi,Mustard,10.787,79.1378,Clay Loam,High,86.64,23.47,63.39,38.63,0.734,0.14,0.455,0.829,90.58,0,Wheat,0
Thanjavur,Tamil Nadu,Coastal Delta,2026,Rabi,Chickpea,10.787,79.1378,Clay Loam,High,113.69,18.22,65.02,46.71,0.636,0.097,0.371,0.689,79.61,0,Wheat,0
Thanjavur,Tamil Nadu,Coastal Delta,2026,Zaid,Groundnut,10.787,79.1378,Clay Loam,High,83.68,33.17,45.17,28.53,0.672,0.232,0.398,0.78,80.23,0,Groundnut,1
Thanjavur,Tamil Nadu,Coastal Delta,2026,Zaid,Millet,10.787,79.1378,Clay Loam,High,114.3,33.33,64.65,34.09,0.652,0.06,0.441,0.734,82.06,1,Groundnut,0
Thiruvananthapuram,Kerala,Coastal Delta,2018,Kharif,Rice,8.5241,76.9366,Laterite,Medium,222.96,29.76,92.0,62.89,0.658,0.32,0.535,0.684,68.98,0,Rice,1
Thiruvananthapuram,Kerala,Coastal Delta,2018,Kharif,Maize,8.5241,76.9366,Laterite,Medium,226.52,32.05,92.0,57.84,0.579,0.136,0.533,0.54,66.46,0,Rice,0
Thiruvananthapuram,Kerala,Coastal Delta,2018,Kharif,Cotton,8.5241,76.9366,Laterite,Medium,214.96,30.06,80.99,62.08,0.589,0.131,0.452,0.588,60.26,1,Rice,0
Thiruvananthapuram,Kerala,Coastal Delta,2018,Kharif,Soybean,8.5241,76.9366,Laterite,Medium,240.0,27.03,92.0,57.44,0.64,0.089,0.544,0.61,62.01,0,Rice,0
Thiruvananthapuram,Kerala,Coastal Delta,2018,Rabi,Wheat,8.5241,76.9366,Laterite,Medium,172.98,22.76,80.83,35.25,0.634,0.31,0.479,0.627,67.36,0,Mustard,0
Thiruvananthapuram,Kerala,Coastal Delta,2018,Rabi,Mustard,8.5241,76.9366,Laterite,Medium,177.37,22.3,71.84,35.94,0.648,0.178,0.379,0.677,72.3,1,Mustard,1
Thiruvananthapuram,Kerala,Coastal Delta,2018,Rabi,Chickpea,8.5241,76.9366,Laterite,Medium,186.36,21.79,84.34,34.82,0.549,0.158,0.441,0.507,65.94,1,Mustard,0
Thiruvananthapuram,Kerala,Coastal Delta,2018,Zaid,Groundnut,8.5241,76.9366,Laterite,Medium,140.51,33.34,68.51,24.02,0.653,0.432,0.502,0.632,67.53,0,Groundnut,1
Thiruvananthapuram,Kerala,Coastal Delta,2018,Zaid,Millet,8.5241,76.9366,Laterite,Medium,166.43,26.65,56.64,22.51,0.574,0.228,0.444,0.533,73.93,0,Groundnut,0
Thiruvananthapuram,Kerala,Coastal Delta,2019,Kharif,Rice,8.5241,76.9366,Laterite,Medium,221.37,30.35,92.0,63.02,0.675,0.394,0.511,0.727,71.42,0,Rice,1
Thiruvananthapuram,Kerala,Coastal Delta,2019,Kharif,Maize,8.5241,76.9366,Laterite,Medium,240.0,29.39,89.02,67.91,0.641,0.095,0.492,0.58,61.95,0,Rice,0
Thiruvananthapuram,Kerala,Coastal Delta,2019,Kharif,Cotton,8.5241,76.9366,Laterite,Medium,240.0,26.0,79.48,56.76,0.59,0.126,0.491,0.576,70.8,1,Rice,0
Thiruvananthapuram,Kerala,Coastal Delta,2019,Kharif,Soybean,8.5241,76.9366,Laterite,Medium,230.75,24.87,92.0,54.42,0.607,0.162,0.535,0.625,72.05,0,Rice,0
Thiruvananthapuram,Kerala,Coastal Delta,2019,Rabi,Wheat,8.5241,76.9366,Laterite,Medium,175.97,24.71,61.19,30.12,0.595,0.374,0.387,0.656,70.81,0,Wheat,1
Thiruvananthapuram,Kerala,Coastal Delta,2019,Rabi,Mustard,8.5241,76.9366,Laterite,Medium,190.17,22.62,78.74,36.83,0.641,0.123,0.542,0.639,79.1,1,Wheat,0
Thiruvananthapuram,Kerala,Coastal Delta,2019,Rabi,Chickpea,8.5241,76.9366,Laterite,Medium,145.86,18.98,76.79,32.39,0.62,0.21,0.485,0.589,67.16,0,Wheat,0
Thiruvananthapuram,Kerala,Coastal Delta,2019,Zaid,Groundnut,8.5241,76.9366,Laterite,Medium,155.43,30.95,70.39,40.3,0.62,0.203,0.463,0.745,78.08,0,Groundnut,1
Thiruvananthapuram,Kerala,Coastal Delta,2019,Zaid,Millet,8.5241,76.9366,Laterite,Medium,124.98,28.16,68.89,30.73,0.65,0.127,0.408,0.672,78.94,1,Groundnut,0
Thiruvananthapuram,Kerala,Coastal Delta,2020,Kharif,Rice,8.5241,76.9366,Laterite,Medium,240.0,27.15,92.0,59.75,0.679,0.327,0.517,0.718,72.43,1,Rice,1
Thiruvananthapuram,Kerala,Coastal Delta,2020,Kharif,Maize,8.5241,76.9366,Laterite,Medium,240.0,29.24,92.0,55.66,0.597,0.139,0.516,0.609,76.94,0,Rice,0
Thiruvananthapuram,Kerala,Coastal Delta,2020,Kharif,Cotton,8.5241,76.9366,Laterite,Medium,201.89,31.55,92.0,48.38,0.64,0.157,0.49,0.635,73.22,1,Rice,0
Thiruvananthapuram,Kerala,Coastal Delta,2020,Kharif,Soybean,8.5241,76.9366,Laterite,Medium,237.81,31.25,80.09,62.62,0.59,0.108,0.483,0.584,62.03,0,Rice,0
Thiruvananthapuram,Kerala,Coastal Delta,2020,Rabi,Wheat,8.5241,76.9366,Laterite,Medium,149.72,21.52,65.58,37.68,0.675,0.311,0.441,0.75,74.89,0,Wheat,1
